CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,Churn,TotalCharges,AvgCharge
2745,Female,1,20,47.37,Two year,Mailed check,0,947.4,47.37
2746,Male,1,66,66.62,Month-to-month,Bank transfer,1,4396.92,66.62
2747,Male,1,36,117.45,Month-to-month,Bank transfer,0,4228.2,117.44999999999999
2748,Female,0,38,108.12,Month-to-month,Bank transfer,0,4108.56,108.12
2749,Female,0,22,38.14,Month-to-month,Electronic check,0,839.08,38.14
2750,Female,0,61,92.33,Two year,Electronic check,1,5632.13,92.33
2751,Male,0,50,113.68,Month-to-month,Credit card,1,5684.0,113.68
2752,Male,0,59,20.88,Two year,Electronic check,0,1231.92,20.880000000000003
2753,Female,0,20,92.09,Two year,Credit card,1,1841.8,92.09
2754,Female,0,36,65.93,One year,Mailed check,0,2373.48,65.93
2755,Male,0,15,88.02,One year,Electronic check,1,1320.3,88.02
2756,Male,1,62,80.56,Month-to-month,Mailed check,0,4994.72,80.56
2757,Female,1,3,118.47,Month-to-month,Credit card,0,355.41,118.47000000000001
2758,Female,0,5,48.88,Two year,Mailed check,0,244.4,48.88
2759,Male,1,56,98.61,One year,Mailed check,1,5522.16,98.61
2760,Female,0,31,43.46,Month-to-month,Electronic check,1,1347.26,43.46
2761,Male,0,35,63.56,Month-to-month,Credit card,1,2224.6,63.559999999999995
2762,Male,1,71,117.54,Two year,Credit card,0,8345.34,117.54
2763,Male,0,70,96.61,One year,Bank transfer,0,6762.7,96.61
2764,Male,0,26,51.58,Month-to-month,Electronic check,0,1341.08,51.58
2765,Female,0,1,81.94,Month-to-month,Electronic check,1,81.94,81.94
2766,Female,0,7,24.97,Month-to-month,Credit card,1,174.79,24.97
2767,Male,0,36,46.64,Month-to-month,Electronic check,0,1679.04,46.64
2768,Male,0,25,91.84,Month-to-month,Mailed check,0,2296.0,91.84
2769,Male,0,59,77.01,Month-to-month,Bank transfer,0,4543.59,77.01
2770,Male,1,61,66.97,One year,Credit card,0,4085.17,66.97
2771,Male,1,29,89.09,Two year,Electronic check,0,2583.61,89.09
2772,Female,0,18,59.85,Two year,Electronic check,0,1077.3,59.849999999999994
2773,Female,1,41,22.62,Two year,Mailed check,0,927.42,22.619999999999997
2774,Female,0,19,64.1,Month-to-month,Electronic check,1,1217.9,64.10000000000001
2775,Female,0,4,110.21,Two year,Electronic check,1,440.84,110.21
2776,Male,0,65,105.66,One year,Mailed check,0,6867.9,105.66
2777,Male,0,41,60.9,Month-to-month,Electronic check,0,2496.9,60.900000000000006
2778,Male,1,15,22.22,One year,Bank transfer,0,333.3,22.220000000000002
2779,Male,1,54,83.63,Month-to-month,Mailed check,1,4516.02,83.63000000000001
2780,Male,1,64,94.12,Month-to-month,Credit card,0,6023.68,94.12
2781,Female,1,15,49.42,Two year,Bank transfer,0,741.3,49.419999999999995
2782,Male,0,50,67.67,One year,Electronic check,1,3383.5,67.67
2783,Female,1,22,119.19,Two year,Mailed check,1,2622.18,119.19
2784,Female,0,18,77.63,Month-to-month,Mailed check,1,1397.34,77.63
2785,Female,0,2,55.11,One year,Electronic check,1,110.22,55.11
2786,Female,1,36,82.75,One year,Credit card,0,2979.0,82.75
2787,Male,0,20,38.0,Month-to-month,Bank transfer,1,760.0,38.0
2788,Female,1,16,39.93,Two year,Electronic check,0,638.88,39.93
2789,Female,1,67,112.49,Month-to-month,Credit card,0,7536.83,112.49
2790,Female,1,30,43.92,One year,Mailed check,0,1317.6,43.919999999999995
2791,Male,1,55,51.08,One year,Mailed check,0,2809.4,51.08
2792,Male,1,66,74.38,One year,Mailed check,0,4909.08,74.38
2793,Male,0,26,109.97,Month-to-month,Electronic check,1,2859.22,109.97
2794,Female,1,57,98.14,One year,Credit card,0,5593.98,98.13999999999999
2795,Female,1,69,24.38,One year,Electronic check,1,1682.22,24.38
2796,Male,0,2,89.3,Two year,Electronic check,0,178.6,89.3
2797,Female,1,56,70.41,Two year,Bank transfer,0,3942.96,70.41
2798,Male,1,62,67.56,One year,Bank transfer,0,4188.72,67.56
2799,Male,0,34,89.16,Two year,Bank transfer,1,3031.44,89.16
2800,Female,0,56,39.62,Month-to-month,Credit card,0,2218.72,39.62
2801,Female,1,55,118.15,Two year,Mailed check,1,6498.25,118.15
2802,Female,0,20,84.53,Two year,Bank transfer,1,1690.6,84.53
2803,Female,1,50,56.57,Two year,Mailed check,1,2828.5,56.57
2804,Male,0,25,80.02,Two year,Credit card,0,2000.5,80.02
2805,Male,1,25,41.65,Month-to-month,Bank transfer,0,1041.25,41.65
2806,Male,1,53,83.38,Two year,Bank transfer,1,4419.14,83.38000000000001
2807,Male,1,14,22.82,One year,Mailed check,0,319.48,22.82
2808,Male,0,60,54.12,Two year,Electronic check,0,3247.2,54.12
2809,Female,1,43,94.75,Two year,Credit card,0,4074.25,94.75
2810,Male,0,62,100.8,One year,Credit card,1,6249.6,100.80000000000001
2811,Male,1,69,45.29,Month-to-month,Bank transfer,0,3125.01,45.290000000000006
2812,Male,1,63,73.94,One year,Credit card,0,4658.22,73.94
2813,Female,1,2,72.85,One year,Mailed check,0,145.7,72.85
2814,Female,1,54,62.15,One year,Electronic check,1,3356.1,62.15
2815,Female,1,16,42.84,One year,Electronic check,0,685.44,42.84
2816,Female,0,55,90.32,Two year,Credit card,0,4967.6,90.32000000000001
2817,Male,0,43,45.24,Two year,Electronic check,0,1945.32,45.24
2818,Male,0,61,111.1,Two year,Mailed check,0,6777.1,111.10000000000001
2819,Female,1,38,72.85,Two year,Bank transfer,0,2768.3,72.85000000000001
2820,Female,1,45,107.05,Month-to-month,Bank transfer,0,4817.25,107.05
2821,Male,0,51,49.07,Two year,Credit card,0,2502.57,49.07
2822,Male,1,42,100.71,Two year,Credit card,0,4229.82,100.71
2823,Female,1,24,31.37,Month-to-month,Credit card,0,752.88,31.37
2824,Female,1,30,96.68,One year,Bank transfer,1,2900.4,96.68
2825,Female,0,37,58.69,Two year,Credit card,0,2171.53,58.690000000000005
2826,Female,0,53,67.0,Two year,Electronic check,0,3551.0,67.0
2827,Male,0,63,36.68,One year,Bank transfer,0,2310.84,36.68
2828,Male,0,11,21.86,Two year,Mailed check,0,240.46,21.86
2829,Male,0,23,86.62,One year,Credit card,1,1992.26,86.62
2830,Female,1,50,78.77,One year,Bank transfer,1,3938.5,78.77
2831,Female,1,55,82.24,One year,Credit card,0,4523.2,82.24
2832,Male,1,55,45.5,Two year,Bank transfer,1,2502.5,45.5
2833,Male,1,4,43.93,One year,Bank transfer,1,175.72,43.93
2834,Male,0,54,103.03,Two year,Bank transfer,0,5563.62,103.03
2835,Male,0,61,96.13,Month-to-month,Mailed check,0,5863.93,96.13000000000001
2836,Female,1,5,53.68,One year,Bank transfer,0,268.4,53.67999999999999
2837,Male,0,18,83.78,Two year,Electronic check,1,1508.04,83.78
2838,Male,1,44,102.82,One year,Credit card,0,4524.08,102.82
2839,Male,1,31,108.88,Two year,Credit card,0,3375.28,108.88000000000001
2840,Male,1,21,20.58,Two year,Credit card,1,432.18,20.580000000000002
2841,Male,1,47,101.35,Month-to-month,Bank transfer,0,4763.45,101.35
2842,Male,0,30,55.04,One year,Credit card,0,1651.2,55.04
2843,Male,1,55,91.84,Two year,Electronic check,0,5051.2,91.84
2844,Female,0,68,57.14,Month-to-month,Electronic check,0,3885.52,57.14
2845,Female,1,69,80.62,Two year,Electronic check,0,5562.78,80.61999999999999
2846,Female,1,41,84.68,Two year,Mailed check,0,3471.88,84.68
2847,Female,1,45,60.5,Month-to-month,Electronic check,0,2722.5,60.5
2848,Male,1,30,71.28,One year,Electronic check,1,2138.4,71.28
2849,Female,0,45,92.63,Month-to-month,Credit card,0,4168.35,92.63000000000001
2850,Female,1,45,67.63,One year,Bank transfer,0,3043.35,67.63
2851,Male,0,45,21.4,Two year,Credit card,0,963.0,21.4
2852,Male,1,55,21.29,Two year,Mailed check,1,1170.95,21.29
2853,Female,1,59,86.13,Month-to-month,Mailed check,1,5081.67,86.13
2854,Female,1,5,104.72,Month-to-month,Mailed check,0,523.6,104.72
2855,Male,0,32,98.53,Month-to-month,Electronic check,0,3152.96,98.53
2856,Female,1,6,51.04,Two year,Electronic check,1,306.24,51.04
2857,Male,1,26,67.11,One year,Electronic check,0,1744.86,67.11
2858,Male,1,37,43.42,Month-to-month,Bank transfer,0,1606.54,43.42
2859,Male,1,13,118.91,One year,Credit card,0,1545.83,118.91
2860,Male,1,69,46.05,Month-to-month,Electronic check,1,3177.45,46.05
2861,Female,0,25,61.63,Month-to-month,Mailed check,1,1540.75,61.63
2862,Male,0,13,88.11,Month-to-month,Bank transfer,0,1145.43,88.11
2863,Male,1,20,107.6,Month-to-month,Bank transfer,0,2152.0,107.6
2864,Female,1,60,25.15,Two year,Mailed check,1,1509.0,25.15
2865,Male,0,21,50.1,Two year,Electronic check,0,1052.1,50.099999999999994
2866,Female,1,61,76.9,Month-to-month,Bank transfer,0,4690.9,76.89999999999999
2867,Female,0,26,81.83,Two year,Mailed check,0,2127.58,81.83
2868,Female,1,54,27.0,Two year,Electronic check,0,1458.0,27.0
2869,Male,1,42,86.41,Two year,Bank transfer,1,3629.22,86.41
2870,Female,0,11,72.81,Two year,Bank transfer,0,800.91,72.81
2871,Female,1,37,102.76,One year,Credit card,0,3802.12,102.75999999999999
2872,Male,0,11,42.22,One year,Credit card,0,464.42,42.22
2873,Female,0,27,39.5,Two year,Bank transfer,1,1066.5,39.5
2874,Female,0,34,99.33,One year,Bank transfer,1,3377.22,99.33
2875,Female,1,38,90.39,Month-to-month,Bank transfer,0,3434.82,90.39
2876,Female,0,61,99.17,One year,Credit card,1,6049.37,99.17
2877,Female,0,53,98.19,Month-to-month,Electronic check,0,5204.07,98.19
2878,Male,1,65,30.4,One year,Credit card,1,1976.0,30.4
2879,Female,1,3,47.86,One year,Mailed check,0,143.58,47.86000000000001
2880,Female,1,67,46.01,Month-to-month,Bank transfer,0,3082.67,46.01
2881,Male,1,28,113.46,Month-to-month,Mailed check,0,3176.88,113.46000000000001
2882,Male,1,14,68.75,Two year,Mailed check,0,962.5,68.75
2883,Male,1,52,31.11,One year,Mailed check,1,1617.72,31.11
2884,Female,0,30,48.96,Month-to-month,Credit card,1,1468.8,48.96
2885,Male,1,58,107.19,Two year,Credit card,0,6217.02,107.19000000000001
2886,Female,0,54,104.71,Month-to-month,Electronic check,0,5654.34,104.71000000000001
2887,Female,1,69,110.03,Two year,Mailed check,1,7592.07,110.03
2888,Male,0,15,58.85,Two year,Mailed check,0,882.75,58.85
2889,Male,0,38,84.13,Month-to-month,Credit card,0,3196.94,84.13
2890,Female,1,14,47.82,Month-to-month,Mailed check,1,669.48,47.82
2891,Male,1,57,38.08,One year,Credit card,0,2170.56,38.08
2892,Female,0,59,22.19,One year,Bank transfer,0,1309.21,22.19
2893,Male,1,8,42.34,Two year,Bank transfer,0,338.72,42.34
2894,Male,1,19,80.44,Month-to-month,Mailed check,0,1528.36,80.44
2895,Male,0,32,110.42,One year,Electronic check,0,3533.44,110.42
2896,Female,0,29,33.34,Two year,Credit card,0,966.86,33.34
2897,Male,0,41,111.8,One year,Bank transfer,0,4583.8,111.80000000000001
2898,Female,1,45,54.54,Two year,Bank transfer,0,2454.3,54.540000000000006
2899,Female,1,13,62.68,One year,Mailed check,0,814.84,62.68
2900,Female,1,27,56.5,Month-to-month,Credit card,0,1525.5,56.5
2901,Female,1,19,60.86,Two year,Mailed check,1,1156.34,60.85999999999999
2902,Male,0,26,45.92,Two year,Credit card,0,1193.92,45.92
2903,Female,1,53,89.86,One year,Electronic check,1,4762.58,89.86
2904,Female,0,51,95.82,One year,Credit card,0,4886.82,95.82
2905,Male,1,37,102.31,One year,Bank transfer,0,3785.47,102.30999999999999
2906,Female,1,9,54.13,Month-to-month,Mailed check,1,487.17,54.13
2907,Male,0,52,96.46,One year,Credit card,0,5015.92,96.46000000000001
2908,Female,1,54,83.77,One year,Bank transfer,0,4523.58,83.77
2909,Male,1,3,115.79,Month-to-month,Mailed check,0,347.37,115.79
2910,Female,0,69,62.48,One year,Mailed check,0,4311.12,62.48
2911,Male,1,8,119.23,Month-to-month,Electronic check,1,953.84,119.23
2912,Female,0,14,94.04,Month-to-month,Bank transfer,0,1316.56,94.03999999999999
2913,Female,0,3,97.63,One year,Credit card,1,292.89,97.63
2914,Male,0,24,22.57,Month-to-month,Bank transfer,0,541.68,22.569999999999997
2915,Male,0,13,69.74,One year,Mailed check,0,906.62,69.74
2916,Male,1,43,72.83,Month-to-month,Electronic check,1,3131.69,72.83
2917,Male,1,29,24.06,Two year,Credit card,1,697.74,24.06
2918,Female,1,51,51.21,One year,Electronic check,1,2611.71,51.21
2919,Female,0,42,115.56,Two year,Electronic check,0,4853.52,115.56000000000002
2920,Male,1,31,62.61,Two year,Bank transfer,0,1940.91,62.61
2921,Female,1,63,38.67,Two year,Mailed check,0,2436.21,38.67
2922,Male,1,26,71.33,Two year,Mailed check,0,1854.58,71.33
2923,Male,1,18,23.38,One year,Credit card,0,420.84,23.38
2924,Female,0,57,71.6,Month-to-month,Electronic check,0,4081.2,71.6
2925,Female,0,7,79.43,One year,Electronic check,1,556.01,79.42999999999999
2926,Female,1,48,55.77,One year,Electronic check,0,2676.96,55.77
2927,Female,0,60,96.26,Month-to-month,Bank transfer,0,5775.6,96.26
2928,Female,1,33,33.57,Two year,Mailed check,1,1107.81,33.57
2929,Female,1,3,107.82,Month-to-month,Electronic check,0,323.46,107.82
2930,Female,1,4,115.54,Two year,Electronic check,0,462.16,115.54
2931,Male,0,4,20.12,One year,Mailed check,0,80.48,20.12
2932,Male,1,42,104.27,Month-to-month,Credit card,0,4379.34,104.27000000000001
2933,Male,0,9,70.61,Month-to-month,Bank transfer,0,635.49,70.61
2934,Male,0,51,66.14,Two year,Bank transfer,0,3373.14,66.14
2935,Male,1,17,43.87,Month-to-month,Bank transfer,0,745.79,43.87
2936,Female,0,17,64.73,One year,Mailed check,0,1100.41,64.73
2937,Male,0,20,115.04,Month-to-month,Bank transfer,0,2300.8,115.04
2938,Male,1,14,41.08,Month-to-month,Electronic check,0,575.12,41.08
2939,Male,0,22,37.9,One year,Bank transfer,1,833.8,37.9
2940,Male,0,52,44.19,Two year,Mailed check,0,2297.88,44.190000000000005
2941,Male,1,27,75.18,Month-to-month,Bank transfer,0,2029.86,75.17999999999999
2942,Male,1,43,113.03,Two year,Credit card,1,4860.29,113.03
2943,Male,0,3,77.39,Month-to-month,Credit card,0,232.17,77.39
2944,Female,1,8,44.35,One year,Mailed check,0,354.8,44.35
2945,Female,1,10,64.05,Two year,Mailed check,1,640.5,64.05
2946,Male,0,29,59.04,Month-to-month,Credit card,0,1712.16,59.040000000000006
2947,Female,0,40,24.66,Two year,Bank transfer,1,986.4,24.66
2948,Female,1,65,71.06,Month-to-month,Electronic check,1,4618.9,71.05999999999999
2949,Female,0,21,32.6,One year,Mailed check,0,684.6,32.6
2950,Female,1,24,104.22,One year,Credit card,0,2501.28,104.22000000000001
2951,Male,1,60,74.9,Month-to-month,Bank transfer,0,4494.0,74.9
2952,Female,0,26,104.46,Month-to-month,Mailed check,0,2715.96,104.46000000000001
2953,Female,0,9,115.6,Two year,Bank transfer,1,1040.4,115.60000000000001
2954,Female,1,20,114.32,Month-to-month,Electronic check,0,2286.4,114.32000000000001
2955,Male,1,56,30.04,Two year,Mailed check,0,1682.24,30.04
2956,Male,1,36,114.48,Month-to-month,Electronic check,0,4121.28,114.47999999999999
2957,Male,1,36,99.57,One year,Electronic check,0,3584.52,99.57
2958,Male,0,22,97.77,Two year,Electronic check,0,2150.94,97.77
2959,Male,1,1,29.01,Two year,Credit card,0,29.01,29.01
2960,Male,0,69,37.95,One year,Electronic check,1,2618.55,37.95
2961,Male,0,37,117.52,Two year,Electronic check,0,4348.24,117.52
2962,Female,1,13,41.34,One year,Bank transfer,0,537.42,41.339999999999996
2963,Female,0,43,36.91,One year,Credit card,0,1587.13,36.910000000000004
2964,Female,0,37,56.24,One year,Credit card,0,2080.88,56.24
2965,Male,1,25,111.34,Month-to-month,Credit card,0,2783.5,111.34
2966,Male,0,21,67.62,One year,Credit card,0,1420.02,67.62
2967,Male,0,41,112.06,Two year,Electronic check,0,4594.46,112.06
2968,Male,1,42,53.43,Month-to-month,Bank transfer,0,2244.06,53.43
2969,Male,1,42,42.65,One year,Electronic check,0,1791.3,42.65
2970,Female,1,2,69.52,One year,Electronic check,1,139.04,69.52
2971,Female,1,68,81.55,One year,Credit card,0,5545.4,81.55
2972,Male,1,8,59.15,Two year,Credit card,1,473.2,59.15
2973,Male,1,61,54.6,Month-to-month,Mailed check,0,3330.6,54.6
2974,Male,1,14,41.81,Month-to-month,Bank transfer,1,585.34,41.81
2975,Male,0,21,47.5,Month-to-month,Credit card,0,997.5,47.5
2976,Female,0,24,87.31,Two year,Credit card,0,2095.44,87.31
2977,Male,1,50,56.99,One year,Electronic check,1,2849.5,56.99
2978,Male,0,45,27.98,Month-to-month,Electronic check,1,1259.1,27.979999999999997
2979,Male,0,64,33.82,One year,Electronic check,1,2164.48,33.82
2980,Male,1,64,57.24,Two year,Credit card,0,3663.36,57.24
2981,Female,0,26,112.45,Month-to-month,Bank transfer,0,2923.7,112.44999999999999
2982,Male,1,32,57.9,Two year,Credit card,0,1852.8,57.9
2983,Male,0,57,26.06,Month-to-month,Credit card,0,1485.42,26.060000000000002
2984,Female,1,53,61.8,Month-to-month,Bank transfer,1,3275.4,61.800000000000004
2985,Female,0,33,86.88,One year,Credit card,0,2867.04,86.88
2986,Female,0,52,79.36,Two year,Credit card,0,4126.72,79.36
2987,Male,0,18,47.88,Month-to-month,Bank transfer,0,861.84,47.88
2988,Male,1,35,88.81,Month-to-month,Credit card,0,3108.35,88.81
2989,Female,0,12,83.06,Two year,Mailed check,0,996.72,83.06
2990,Female,0,51,37.22,One year,Mailed check,0,1898.22,37.22
2991,Female,1,10,36.21,Two year,Electronic check,0,362.1,36.21
2992,Female,1,52,74.72,Month-to-month,Credit card,0,3885.44,74.72
2993,Female,0,34,85.94,Two year,Bank transfer,0,2921.96,85.94
2994,Female,0,67,116.19,One year,Bank transfer,0,7784.73,116.19
2995,Male,0,39,62.19,One year,Mailed check,1,2425.41,62.19
2996,Male,0,8,96.49,One year,Electronic check,0,771.92,96.49
2997,Male,1,29,31.65,One year,Credit card,0,917.85,31.650000000000002
2998,Female,0,22,108.96,One year,Bank transfer,0,2397.12,108.96
2999,Female,0,70,83.31,One year,Bank transfer,1,5831.7,83.31
3000,Female,1,61,82.9,One year,Credit card,0,5056.9,82.89999999999999
3001,Female,0,43,34.24,Month-to-month,Electronic check,1,1472.32,34.24
3002,Female,0,49,23.96,Two year,Mailed check,0,1174.04,23.96
3003,Female,0,29,90.14,One year,Credit card,0,2614.06,90.14
3004,Male,1,31,31.71,Two year,Credit card,0,983.01,31.71
3005,Male,1,53,32.7,Two year,Credit card,0,1733.1,32.699999999999996
3006,Female,0,34,38.75,Month-to-month,Mailed check,0,1317.5,38.75
3007,Male,0,38,29.77,Two year,Bank transfer,0,1131.26,29.77
3008,Female,1,57,82.54,Two year,Credit card,0,4704.78,82.53999999999999
3009,Male,0,4,62.2,One year,Credit card,0,248.8,62.2
3010,Female,0,2,46.61,One year,Credit card,0,93.22,46.61
3011,Female,1,12,64.07,Two year,Credit card,1,768.84,64.07000000000001
3012,Male,1,35,104.41,One year,Electronic check,0,3654.35,104.41
3013,Male,1,70,112.71,Month-to-month,Electronic check,0,7889.7,112.71
3014,Female,0,21,68.75,Two year,Electronic check,0,1443.75,68.75
3015,Female,0,61,76.68,Two year,Bank transfer,0,4677.48,76.67999999999999
3016,Male,0,35,45.72,Month-to-month,Credit card,1,1600.2,45.72
3017,Male,0,48,71.36,Month-to-month,Credit card,0,3425.28,71.36
3018,Female,1,15,94.81,Month-to-month,Credit card,0,1422.15,94.81
3019,Male,0,71,69.21,Month-to-month,Credit card,0,4913.91,69.21
3020,Female,0,15,50.21,Two year,Mailed check,0,753.15,50.21
3021,Female,1,6,78.2,One year,Mailed check,1,469.2,78.2
3022,Female,1,68,114.67,One year,Mailed check,0,7797.56,114.67
3023,Female,0,22,108.8,One year,Credit card,1,2393.6,108.8
3024,Male,1,32,96.92,One year,Mailed check,1,3101.44,96.92
3025,Male,1,22,47.62,Month-to-month,Mailed check,1,1047.64,47.620000000000005
3026,Male,0,27,44.16,One year,Bank transfer,0,1192.32,44.16
3027,Male,0,15,103.85,One year,Bank transfer,0,1557.75,103.85
3028,Male,0,44,38.13,Two year,Mailed check,0,1677.72,38.13
3029,Male,0,9,80.56,Two year,Mailed check,1,725.04,80.56
3030,Male,1,34,63.89,One year,Bank transfer,0,2172.26,63.89000000000001
3031,Female,1,15,66.8,Month-to-month,Mailed check,0,1002.0,66.8
3032,Male,0,62,65.45,One year,Credit card,1,4057.9,65.45
3033,Male,0,45,110.0,Month-to-month,Mailed check,1,4950.0,110.0
3034,Female,1,58,28.71,Two year,Credit card,0,1665.18,28.71
3035,Male,0,19,98.29,Month-to-month,Mailed check,0,1867.51,98.29
3036,Male,0,16,103.5,One year,Electronic check,0,1656.0,103.5
3037,Female,0,8,114.29,Two year,Mailed check,0,914.32,114.29
3038,Male,0,33,65.26,One year,Electronic check,1,2153.58,65.25999999999999
3039,Male,1,18,70.01,One year,Mailed check,1,1260.18,70.01
3040,Male,0,35,116.13,Month-to-month,Mailed check,0,4064.55,116.13000000000001
3041,Female,1,43,65.85,One year,Credit card,0,2831.55,65.85000000000001
3042,Male,0,50,70.35,One year,Bank transfer,0,3517.5,70.35
3043,Male,0,3,53.23,Two year,Bank transfer,0,159.69,53.23
3044,Female,1,59,23.16,Month-to-month,Credit card,0,1366.44,23.16
3045,Male,0,28,63.31,Month-to-month,Bank transfer,0,1772.68,63.31
3046,Female,1,46,85.51,Two year,Electronic check,1,3933.46,85.51
3047,Female,0,64,88.99,Two year,Electronic check,1,5695.36,88.99
3048,Male,0,70,20.65,Month-to-month,Mailed check,0,1445.5,20.65
3049,Female,0,47,100.11,Two year,Electronic check,0,4705.17,100.11
3050,Female,0,14,69.24,Month-to-month,Bank transfer,0,969.36,69.24
3051,Male,0,7,72.07,Two year,Electronic check,1,504.49,72.07000000000001
3052,Female,1,31,116.17,Month-to-month,Mailed check,0,3601.27,116.17
3053,Female,1,51,48.45,Month-to-month,Electronic check,0,2470.95,48.449999999999996
3054,Male,0,29,96.17,Two year,Bank transfer,0,2788.93,96.16999999999999
3055,Male,0,15,77.48,One year,Credit card,0,1162.2,77.48
3056,Male,1,25,90.08,One year,Mailed check,1,2252.0,90.08
3057,Female,1,61,61.78,Two year,Credit card,1,3768.58,61.78
3058,Male,0,41,47.92,Month-to-month,Electronic check,0,1964.72,47.92
3059,Female,0,69,74.61,Two year,Mailed check,1,5148.09,74.61
3060,Female,1,4,57.49,One year,Mailed check,0,229.96,57.49
3061,Female,0,57,42.29,Month-to-month,Electronic check,0,2410.53,42.290000000000006
3062,Female,1,31,103.92,Month-to-month,Mailed check,1,3221.52,103.92
3063,Female,0,3,67.58,Month-to-month,Electronic check,0,202.74,67.58
3064,Female,1,67,104.73,One year,Credit card,0,7016.91,104.73
3065,Female,1,50,67.4,One year,Credit card,1,3370.0,67.4
3066,Male,0,17,75.68,Month-to-month,Bank transfer,0,1286.56,75.67999999999999
3067,Male,1,60,119.53,Month-to-month,Bank transfer,0,7171.8,119.53
3068,Female,0,66,115.15,One year,Electronic check,0,7599.9,115.14999999999999
3069,Female,0,24,47.17,One year,Electronic check,0,1132.08,47.169999999999995
3070,Male,0,32,106.87,Month-to-month,Credit card,0,3419.84,106.87
3071,Female,0,19,59.04,Two year,Mailed check,0,1121.76,59.04
3072,Male,1,66,27.12,Two year,Electronic check,0,1789.92,27.12
3073,Male,0,60,77.58,Two year,Mailed check,1,4654.8,77.58
3074,Male,0,66,117.71,One year,Bank transfer,1,7768.86,117.71
3075,Female,0,15,117.43,Two year,Credit card,0,1761.45,117.43
3076,Female,0,35,32.65,Two year,Electronic check,1,1142.75,32.65
3077,Male,1,69,97.12,One year,Bank transfer,0,6701.28,97.11999999999999
3078,Male,0,27,100.28,Two year,Electronic check,1,2707.56,100.28
3079,Male,1,7,56.87,Month-to-month,Bank transfer,1,398.09,56.87
3080,Male,1,6,85.86,One year,Credit card,0,515.16,85.86
3081,Male,1,33,68.82,Month-to-month,Electronic check,0,2271.06,68.82
3082,Female,0,58,42.79,Two year,Electronic check,1,2481.82,42.790000000000006
3083,Male,0,49,96.13,Month-to-month,Mailed check,0,4710.37,96.13
3084,Female,0,17,46.28,One year,Mailed check,0,786.76,46.28
3085,Male,0,42,54.04,Two year,Electronic check,0,2269.68,54.04
3086,Female,1,40,39.0,One year,Credit card,0,1560.0,39.0
3087,Female,1,46,91.93,Two year,Mailed check,0,4228.78,91.92999999999999
3088,Female,0,71,65.87,One year,Electronic check,0,4676.77,65.87
3089,Female,0,70,64.34,One year,Electronic check,0,4503.8,64.34
3090,Female,0,68,80.46,Month-to-month,Bank transfer,0,5471.28,80.46
3091,Female,0,1,35.73,One year,Credit card,0,35.73,35.73
3092,Male,0,52,109.82,One year,Mailed check,1,5710.64,109.82000000000001
3093,Female,0,35,66.51,Month-to-month,Mailed check,1,2327.85,66.50999999999999
3094,Male,0,69,56.65,Two year,Bank transfer,0,3908.85,56.65
3095,Female,1,5,32.67,Two year,Electronic check,1,163.35,32.67
3096,Female,1,17,36.8,One year,Mailed check,1,625.6,36.800000000000004
3097,Male,1,53,112.04,Month-to-month,Electronic check,1,5938.12,112.03999999999999
3098,Female,1,52,65.66,Two year,Mailed check,1,3414.32,65.66
3099,Male,0,14,92.22,Month-to-month,Mailed check,1,1291.08,92.22
3100,Male,0,29,28.05,One year,Electronic check,0,813.45,28.05
3101,Male,0,8,84.35,Month-to-month,Electronic check,0,674.8,84.35
3102,Male,0,1,112.15,One year,Mailed check,0,112.15,112.15
3103,Female,0,29,50.0,Two year,Bank transfer,0,1450.0,50.0
3104,Female,1,36,77.91,Two year,Bank transfer,1,2804.76,77.91000000000001
3105,Male,0,51,114.02,Two year,Bank transfer,0,5815.02,114.02000000000001
3106,Female,1,37,91.93,Two year,Bank transfer,1,3401.41,91.92999999999999
3107,Female,0,69,26.23,Month-to-month,Bank transfer,1,1809.87,26.229999999999997
3108,Male,1,53,57.87,Month-to-month,Electronic check,0,3067.11,57.870000000000005
3109,Female,0,52,28.58,Month-to-month,Mailed check,0,1486.16,28.580000000000002
3110,Male,1,12,106.13,One year,Bank transfer,0,1273.56,106.13
3111,Male,0,52,82.17,Two year,Credit card,0,4272.84,82.17
3112,Female,0,1,115.64,Two year,Mailed check,1,115.64,115.64
3113,Female,0,7,21.98,Two year,Credit card,1,153.86,21.98
3114,Female,0,17,62.31,Month-to-month,Electronic check,0,1059.27,62.31
3115,Male,1,43,30.44,Month-to-month,Mailed check,0,1308.92,30.44
3116,Male,0,71,55.05,Two year,Electronic check,0,3908.55,55.050000000000004
3117,Female,1,17,36.19,One year,Credit card,0,615.23,36.19
3118,Female,0,59,52.88,Month-to-month,Mailed check,1,3119.92,52.88
3119,Female,1,3,101.93,Two year,Mailed check,0,305.79,101.93
3120,Female,0,29,36.07,Two year,Electronic check,0,1046.03,36.07
3121,Male,0,22,67.37,Two year,Mailed check,0,1482.14,67.37
3122,Female,1,38,112.16,One year,Credit card,0,4262.08,112.16
3123,Male,0,54,119.88,Two year,Electronic check,0,6473.52,119.88000000000001
3124,Male,0,50,45.06,Month-to-month,Credit card,0,2253.0,45.06
3125,Female,1,69,113.56,One year,Mailed check,0,7835.64,113.56
3126,Female,0,30,46.14,One year,Credit card,0,1384.2,46.14
3127,Female,1,23,61.35,Two year,Mailed check,0,1411.05,61.35
